Category,Feature,Importance
m:Replicate_1:Interneuron:None,DYNLL1,0.3175
m:Replicate_1:Interneuron:None,CTSL,0.0844
m:Replicate_1:Interneuron:None,TUBA1B,0.0759
m:Replicate_1:Interneuron:None,ATP5L,0.061
m:Replicate_1:Interneuron:None,HES1,0.0458
m:Replicate_1:Interneuron:None,FBXO2,0.0452
m:Replicate_1:Interneuron:None,SNCA,0.0424
m:Replicate_1:Interneuron:None,COX6A2,0.0396
m:Replicate_1:Interneuron:None,MTHFD2,0.0352
m:Replicate_1:Interneuron:None,DMRTB1,0.034
m:Replicate_1:Interneuron:None,CAMK2N1,0.0327
m:Replicate_1:Interneuron:None,ETFB,0.0262
m:Replicate_1:Interneuron:None,STARD5,0.0202
m:Replicate_1:Interneuron:None,SYN2,0.0134
m:Replicate_1:Interneuron:None,ARL6IP1,0.0127
m:Replicate_1:Interneuron:None,GM17750,0.0124
m:Replicate_1:Interneuron:None,EIF4EBP1,0.0113
m:Replicate_1:Interneuron:None,TAGLN3,0.0105
m:Replicate_1:Interneuron:None,LSM2,0.0103
m:Replicate_1:Interneuron:None,HIST1H2BC,0.0101
m:Replicate_1:Interneuron:None,RAMP3,0.0086
m:Replicate_1:Interneuron:None,PCSK1N,0.0081
m:Replicate_1:Interneuron:None,RPGRIP1,0.0078
m:Replicate_1:Interneuron:None,AK3,0.0076
m:Replicate_1:Interneuron:None,NME2,0.0076
m:Replicate_1:Interneuron:None,RGS4,0.0054
m:Replicate_1:Interneuron:None,A930006L05RIK,0.0039
m:Replicate_1:Interneuron:None,AI593442,0.0036
m:Replicate_1:Interneuron:None,GAS7,0.003
m:Replicate_1:Interneuron:None,LNX1,0.0019
m:Replicate_1:Interneuron:None,GNG4,0.0015
m:Replicate_1:Interneuron:None,ZFP462,0.0002
m:Replicate_2:None:None,DYNLL1,0.7192
m:Replicate_2:None:None,STMN4,0.118
m:Replicate_2:None:None,MGST3,0.0527
m:Replicate_2:None:None,MRPS33,0.0145
m:Replicate_2:None:None,GAP43,0.0126
m:Replicate_2:None:None,UBA52,0.0121
m:Replicate_2:None:None,CHCHD10,0.0117
m:Replicate_2:None:None,HIST1H2BC,0.0102
m:Replicate_2:None:None,STMN3,0.0098
m:Replicate_2:None:None,TMEM59L,0.0087
m:Replicate_2:None:None,RPS4L,0.0081
m:Replicate_2:None:None,MALAT1,0.0074
m:Replicate_2:None:None,1500012F01RIK,0.0055
m:Replicate_2:None:None,ATP6AP2,0.0054
m:Replicate_2:None:None,ATP1B1,0.0023
m:Replicate_2:None:None,CPLX1,0.0018
m:Replicate_2:Astrocyte:None,STMN2,0.3697
m:Replicate_2:Astrocyte:None,AMT,0.1107
m:Replicate_2:Astrocyte:None,DYNLL1,0.0825
m:Replicate_2:Astrocyte:None,STMN4,0.0741
m:Replicate_2:Astrocyte:None,GPR17,0.0641
m:Replicate_2:Astrocyte:None,IGSF21,0.0434
m:Replicate_2:Astrocyte:None,KRTAP8-1,0.0422
m:Replicate_2:Astrocyte:None,CELF4,0.036
m:Replicate_2:Astrocyte:None,NWD2,0.0264
m:Replicate_2:Astrocyte:None,MT1,0.0233
m:Replicate_2:Astrocyte:None,TTYH2,0.0219
m:Replicate_2:Astrocyte:None,GM5544,0.0156
m:Replicate_2:Astrocyte:None,PDGFRA,0.0136
m:Replicate_2:Astrocyte:None,CREB5,0.0127
m:Replicate_2:Astrocyte:None,BMP7,0.0063
m:Replicate_2:Astrocyte:None,NME4,0.0062
m:Replicate_2:Astrocyte:None,THBS1,0.006
m:Replicate_2:Astrocyte:None,ANP32E,0.0055
m:Replicate_2:Astrocyte:None,ANXA5,0.0046
m:Replicate_2:Astrocyte:None,ABHD4,0.0042
m:Replicate_2:Astrocyte:None,AQP4,0.0038
m:Replicate_2:Astrocyte:None,ABAT,0.0037
m:Replicate_2:Astrocyte:None,TLCD1,0.0034
m:Replicate_2:Astrocyte:None,SEMA5A,0.003
m:Replicate_2:Astrocyte:None,CPLX2,0.0028
m:Replicate_2:Astrocyte:None,ALDH2,0.0028
m:Replicate_2:Astrocyte:None,FOXP1,0.0024
m:Replicate_2:Astrocyte:None,METRN,0.0024
m:Replicate_2:Astrocyte:None,HIST1H2BC,0.0022
m:Replicate_2:Astrocyte:None,ABHD11OS,0.0015
m:Replicate_2:Astrocyte:None,ABCA1,0.0011
m:Replicate_2:Astrocyte:None,NQO1,0.001
m:Replicate_2:Astrocyte:None,CALN1,0.0005
m:Replicate_2:Astrocyte:None,ITGA6,0.0004
m:Replicate_2:Glutamatergic_Neuron:None,DYNLL1,0.5572
m:Replicate_2:Glutamatergic_Neuron:None,MGST3,0.2501
m:Replicate_2:Glutamatergic_Neuron:None,STMN4,0.0525
m:Replicate_2:Glutamatergic_Neuron:None,STMN3,0.0367
m:Replicate_2:Glutamatergic_Neuron:None,RAB3B,0.0216
m:Replicate_2:Glutamatergic_Neuron:None,ATP1B1,0.0146
m:Replicate_2:Glutamatergic_Neuron:None,EIF4EBP1,0.0142
m:Replicate_2:Glutamatergic_Neuron:None,EEF1A1,0.0095
m:Replicate_2:Glutamatergic_Neuron:None,CAMK2N1,0.0094
m:Replicate_2:Glutamatergic_Neuron:None,MALAT1,0.009
m:Replicate_2:Glutamatergic_Neuron:None,RPS4L,0.0077
m:Replicate_2:Glutamatergic_Neuron:None,SLC7A11,0.0031
m:Replicate_2:Glutamatergic_Neuron:None,GFAP,0.0027
m:Replicate_2:Glutamatergic_Neuron:None,BTG2,0.0024
m:Replicate_2:Glutamatergic_Neuron:None,FIGF,0.0023
m:Replicate_2:Glutamatergic_Neuron:None,SMOX,0.0021
m:Replicate_2:Glutamatergic_Neuron:None,B2M,0.0015
m:Replicate_2:Glutamatergic_Neuron:None,8430436N08RIK,0.0014
m:Replicate_2:Glutamatergic_Neuron:None,DNMT1,0.0012
m:Replicate_2:Glutamatergic_Neuron:None,PAM,0.0007
m:Replicate_2:Interneuron:None,GM10053,0.1344
m:Replicate_2:Interneuron:None,DYNLL1,0.1282
m:Replicate_2:Interneuron:None,GM11974,0.1255
m:Replicate_2:Interneuron:None,PSPH,0.115
m:Replicate_2:Interneuron:None,BLOC1S1,0.0618
m:Replicate_2:Interneuron:None,UBA52,0.0483
m:Replicate_2:Interneuron:None,CYTH1,0.0391
m:Replicate_2:Interneuron:None,PTHLH,0.0346
m:Replicate_2:Interneuron:None,DDIT3,0.0322
m:Replicate_2:Interneuron:None,EIF3E,0.0313
m:Replicate_2:Interneuron:None,ETFB,0.0303
m:Replicate_2:Interneuron:None,EIF4EBP1,0.0273
m:Replicate_2:Interneuron:None,DLX2,0.0208
m:Replicate_2:Interneuron:None,FABP3,0.0202
m:Replicate_2:Interneuron:None,FXYD7,0.0201
m:Replicate_2:Interneuron:None,GPR22,0.0186
m:Replicate_2:Interneuron:None,CKB,0.015
m:Replicate_2:Interneuron:None,CCL27A,0.0144
m:Replicate_2:Interneuron:None,PID1,0.0125
m:Replicate_2:Interneuron:None,NR4A2,0.0121
m:Replicate_2:Interneuron:None,MRPS33,0.0105
m:Replicate_2:Interneuron:None,HIST1H1C,0.0096
m:Replicate_2:Interneuron:None,GPX3,0.0065
m:Replicate_2:Interneuron:None,CELF4,0.0064
m:Replicate_2:Interneuron:None,3110082J24RIK,0.0056
m:Replicate_2:Interneuron:None,LMO1,0.0052
m:Replicate_2:Interneuron:None,COL25A1,0.005
m:Replicate_2:Interneuron:None,REEP3,0.0025
m:Replicate_2:Interneuron:None,SOX4,0.0013
m:Replicate_2:Interneuron:None,SPRY2,0.0011
m:Replicate_2:Interneuron:None,CTSL,0.0011
m:Replicate_2:Interneuron:None,RCAN2,0.0011
m:Replicate_2:Interneuron:None,PTPRZ1,0.001
m:Replicate_2:Interneuron:None,ACAA2,0.0008
m:Replicate_2:Interneuron:None,SLCO1C1,0.0003
m:Replicate_2:Interneuron:None,EEF1A2,0.0002
m:Replicate_3:None:None,DYNLL1,0.7329
m:Replicate_3:None:None,MTHFD2,0.0405
m:Replicate_3:None:None,ATP6AP2,0.033
m:Replicate_3:None:None,MGST3,0.0252
m:Replicate_3:None:None,EGR1,0.0172
m:Replicate_3:None:None,GAP43,0.0153
m:Replicate_3:None:None,JUNB,0.0152
m:Replicate_3:None:None,STMN3,0.0144
m:Replicate_3:None:None,VGLL2,0.0127
m:Replicate_3:None:None,CPLX2,0.0111
m:Replicate_3:None:None,ATP1B1,0.0103
m:Replicate_3:None:None,SLN,0.0093
m:Replicate_3:None:None,GADD45G,0.0089
m:Replicate_3:None:None,LDHA,0.0082
m:Replicate_3:None:None,TMEM59L,0.0079
m:Replicate_3:None:None,CPE,0.0079
m:Replicate_3:None:None,RAB3B,0.0077
m:Replicate_3:None:None,TUBA1B,0.0076
m:Replicate_3:None:None,CNR1,0.0066
m:Replicate_3:None:None,GAD1,0.0044
m:Replicate_3:None:None,SCG5,0.0025
m:Replicate_3:None:None,ELMO1,0.0011
m:Replicate_3:Astrocyte:None,DYNLL1,0.274
m:Replicate_3:Astrocyte:None,GNG13,0.195
m:Replicate_3:Astrocyte:None,NXPH3,0.0738
m:Replicate_3:Astrocyte:None,ANGPTL2,0.0734
m:Replicate_3:Astrocyte:None,STMN3,0.0441
m:Replicate_3:Astrocyte:None,MEF2C,0.0411
m:Replicate_3:Astrocyte:None,LHX2,0.0375
m:Replicate_3:Astrocyte:None,LYPD1,0.0357
m:Replicate_3:Astrocyte:None,MGLL,0.0335
m:Replicate_3:Astrocyte:None,GM4258,0.0309
m:Replicate_3:Astrocyte:None,SMIM1,0.0254
m:Replicate_3:Astrocyte:None,FBXO32,0.0231
m:Replicate_3:Astrocyte:None,HES5,0.0209
m:Replicate_3:Astrocyte:None,GAP43,0.0145
m:Replicate_3:Astrocyte:None,ZFP462,0.0105
m:Replicate_3:Astrocyte:None,RIAN,0.0092
m:Replicate_3:Astrocyte:None,COX6B2,0.0085
m:Replicate_3:Astrocyte:None,ANXA5,0.0084
m:Replicate_3:Astrocyte:None,LDHA,0.0076
m:Replicate_3:Astrocyte:None,CRYAB,0.007
m:Replicate_3:Astrocyte:None,SLC12A4,0.0057
m:Replicate_3:Astrocyte:None,IL11RA1,0.0053
m:Replicate_3:Astrocyte:None,CDO1,0.0044
m:Replicate_3:Astrocyte:None,IGFBP2,0.0041
m:Replicate_3:Astrocyte:None,C730034F03RIK,0.0035
m:Replicate_3:Astrocyte:None,HMOX1,0.0029
m:Replicate_3:Glutamatergic_Neuron:None,DYNLL1,0.7411
m:Replicate_3:Glutamatergic_Neuron:None,GAP43,0.0353
m:Replicate_3:Glutamatergic_Neuron:None,MGST3,0.034
m:Replicate_3:Glutamatergic_Neuron:None,CPE,0.0327
m:Replicate_3:Glutamatergic_Neuron:None,MTHFD2,0.0198
m:Replicate_3:Glutamatergic_Neuron:None,EEF1A2,0.0142
m:Replicate_3:Glutamatergic_Neuron:None,VIM,0.0138
m:Replicate_3:Glutamatergic_Neuron:None,LDHA,0.011
m:Replicate_3:Glutamatergic_Neuron:None,ATP1B1,0.0106
m:Replicate_3:Glutamatergic_Neuron:None,SOX4,0.01
m:Replicate_3:Glutamatergic_Neuron:None,EGR1,0.0094
m:Replicate_3:Glutamatergic_Neuron:None,ATP6AP2,0.0091
m:Replicate_3:Glutamatergic_Neuron:None,STMN3,0.009
m:Replicate_3:Glutamatergic_Neuron:None,CLU,0.0089
m:Replicate_3:Glutamatergic_Neuron:None,HNRNPA1,0.0083
m:Replicate_3:Glutamatergic_Neuron:None,NDE1,0.0067
m:Replicate_3:Glutamatergic_Neuron:None,UBE2C,0.0061
m:Replicate_3:Glutamatergic_Neuron:None,GNG11,0.0058
m:Replicate_3:Glutamatergic_Neuron:None,NDRG4,0.0034
m:Replicate_3:Glutamatergic_Neuron:None,TRIM30A,0.0028
m:Replicate_3:Glutamatergic_Neuron:None,SCN2A1,0.0027
m:Replicate_3:Glutamatergic_Neuron:None,CDCA2,0.0015
m:Replicate_3:Glutamatergic_Neuron:None,FERMT2,0.0015
m:Replicate_3:Glutamatergic_Neuron:None,ITPR3,0.0013
m:Replicate_3:Glutamatergic_Neuron:None,ANP32E,0.001
m:Replicate_3:Interneuron:None,DYNLL1,0.6313
m:Replicate_3:Interneuron:None,RIAN,0.0731
m:Replicate_3:Interneuron:None,GADD45G,0.0707
m:Replicate_3:Interneuron:None,CDO1,0.0491
m:Replicate_3:Interneuron:None,HSPA1A,0.0295
m:Replicate_3:Interneuron:None,MGST3,0.0173
m:Replicate_3:Interneuron:None,TUBA1B,0.0172
m:Replicate_3:Interneuron:None,VGLL2,0.0161
m:Replicate_3:Interneuron:None,ZFP36L1,0.0154
m:Replicate_3:Interneuron:None,ACAA2,0.0146
m:Replicate_3:Interneuron:None,APITD1,0.0129
m:Replicate_3:Interneuron:None,GM15614,0.0121
m:Replicate_3:Interneuron:None,ATP6AP2,0.012
m:Replicate_3:Interneuron:None,ZFYVE21,0.0095
m:Replicate_3:Interneuron:None,CAMK2N1,0.0071
m:Replicate_3:Interneuron:None,DUT,0.0052
m:Replicate_3:Interneuron:None,LITAF,0.0042
m:Replicate_3:Interneuron:None,GAP43,0.0014
m:Replicate_3:Interneuron:None,DYNLL2,0.0009
m:Replicate_3:Interneuron:None,PABPC1L,0.0005
egfp:None:None:None,DYNLL1,0.7539
egfp:None:None:None,GAP43,0.1493
egfp:None:None:None,CST3,0.0757
egfp:None:None:None,TUBA1B,0.0137
egfp:None:None:None,CTSL,0.0075
egfp:Replicate_1:None:None,DYNLL1,0.8938
egfp:Replicate_1:None:None,CTSL,0.0432
egfp:Replicate_1:None:None,LDHB,0.0251
egfp:Replicate_1:None:None,SCG5,0.0142
egfp:Replicate_1:None:None,EEF1A1,0.0095
egfp:Replicate_1:None:None,1500012F01RIK,0.0086
egfp:Replicate_1:None:None,EIF3E,0.0042
egfp:Replicate_1:None:None,HIST1H2BC,0.0011
egfp:Replicate_1:None:None,FIGN,0.0004
egfp:Replicate_1:Astrocyte:None,DYNLL1,0.4647
egfp:Replicate_1:Astrocyte:None,RMRP,0.2777
egfp:Replicate_1:Astrocyte:None,RPPH1,0.0678
egfp:Replicate_1:Astrocyte:None,SERPINI1,0.0486
egfp:Replicate_1:Astrocyte:None,CD27,0.0433
egfp:Replicate_1:Astrocyte:None,BCL11B,0.0196
egfp:Replicate_1:Astrocyte:None,MEF2C,0.0163
egfp:Replicate_1:Astrocyte:None,RIAN,0.0147
egfp:Replicate_1:Astrocyte:None,FGFR1,0.0071
egfp:Replicate_1:Astrocyte:None,SESN2,0.0071
egfp:Replicate_1:Astrocyte:None,RPP25,0.0061
egfp:Replicate_1:Astrocyte:None,CACNA2D1,0.006
egfp:Replicate_1:Astrocyte:None,SLC4A4,0.0046
egfp:Replicate_1:Astrocyte:None,GSTM5,0.0046
egfp:Replicate_1:Astrocyte:None,FUOM,0.0029
egfp:Replicate_1:Astrocyte:None,SOX9,0.0027
egfp:Replicate_1:Astrocyte:None,ELMO1,0.0025
egfp:Replicate_1:Astrocyte:None,GM37913,0.0021
egfp:Replicate_1:Astrocyte:None,RP23-354G14.1,0.0013
egfp:Replicate_1:Astrocyte:None,GM2694,0.0003
egfp:Replicate_1:Glutamatergic_Neuron:None,DYNLL1,0.8633
egfp:Replicate_1:Glutamatergic_Neuron:None,CTSL,0.0648
egfp:Replicate_1:Glutamatergic_Neuron:None,EEF1A1,0.0209
egfp:Replicate_1:Glutamatergic_Neuron:None,TMEM59L,0.0122
egfp:Replicate_1:Glutamatergic_Neuron:None,MGST3,0.0119
egfp:Replicate_1:Glutamatergic_Neuron:None,CKB,0.0081
egfp:Replicate_1:Glutamatergic_Neuron:None,LDHB,0.0062
egfp:Replicate_1:Glutamatergic_Neuron:None,EIF3E,0.0052
egfp:Replicate_1:Glutamatergic_Neuron:None,1500012F01RIK,0.0032
egfp:Replicate_1:Glutamatergic_Neuron:None,PPP1R16B,0.001
egfp:Replicate_1:Glutamatergic_Neuron:None,BC055402,0.0009
egfp:Replicate_1:Glutamatergic_Neuron:None,1700047M11RIK,0.0006
egfp:Replicate_1:Glutamatergic_Neuron:None,TXNIP,0.0006
egfp:Replicate_1:Glutamatergic_Neuron:None,MTHFD2,0.0006
egfp:Replicate_1:Glutamatergic_Neuron:None,EIF4EBP1,0.0002
egfp:Replicate_1:Glutamatergic_Neuron:None,TGFBI,0.0002
egfp:Replicate_1:Glutamatergic_Neuron:None,DYNLL2,0.0001
egfp:Replicate_1:Interneuron:None,DYNLL1,0.6847
egfp:Replicate_1:Interneuron:None,LAPTM4A,0.0439
egfp:Replicate_1:Interneuron:None,NME2,0.0405
egfp:Replicate_1:Interneuron:None,MGST3,0.0395
egfp:Replicate_1:Interneuron:None,ZFP385B,0.0252
egfp:Replicate_1:Interneuron:None,PCP4,0.0186
egfp:Replicate_1:Interneuron:None,SCD2,0.0182
egfp:Replicate_1:Interneuron:None,CML1,0.0141
egfp:Replicate_1:Interneuron:None,CAMK2D,0.0139
egfp:Replicate_1:Interneuron:None,LDHB,0.0137
egfp:Replicate_1:Interneuron:None,2900011O08RIK,0.0126
egfp:Replicate_1:Interneuron:None,ETFB,0.0097
egfp:Replicate_1:Interneuron:None,AK3,0.0092
egfp:Replicate_1:Interneuron:None,LY6H,0.0074
egfp:Replicate_1:Interneuron:None,GPM6B,0.0064
egfp:Replicate_1:Interneuron:None,BLOC1S1,0.0061
egfp:Replicate_1:Interneuron:None,DBP,0.0059
egfp:Replicate_1:Interneuron:None,MRPS33,0.0053
egfp:Replicate_1:Interneuron:None,LPPR4,0.0042
egfp:Replicate_1:Interneuron:None,GM24853,0.003
egfp:Replicate_1:Interneuron:None,IFI27,0.0025
egfp:Replicate_1:Interneuron:None,VGF,0.0024
egfp:Replicate_1:Interneuron:None,SST,0.0022
egfp:Replicate_1:Interneuron:None,DYNLL2,0.0019
egfp:Replicate_1:Interneuron:None,ELFN1,0.0019
egfp:Replicate_1:Interneuron:None,ISLR,0.0017
egfp:Replicate_1:Interneuron:None,LMO3,0.0016
egfp:Replicate_1:Interneuron:None,GM22208,0.0011
egfp:Replicate_1:Interneuron:None,THY1,0.0006
egfp:Replicate_1:Interneuron:None,TTPA,0.0005
egfp:Replicate_1:Interneuron:None,CAMK2N1,0.0005
egfp:Replicate_1:Interneuron:None,LRIG1,0.0004
egfp:Replicate_1:Interneuron:None,CHN1,0.0003
egfp:Replicate_2:None:None,DYNLL1,0.8228
egfp:Replicate_2:None:None,MGST3,0.0768
egfp:Replicate_2:None:None,GAP43,0.0711
egfp:Replicate_2:None:None,UBA52,0.0149
egfp:Replicate_2:None:None,CHCHD10,0.0048
egfp:Replicate_2:None:None,ATP1B1,0.0043
egfp:Replicate_2:None:None,MRPS33,0.0029
egfp:Replicate_2:None:None,ATP6AP2,0.0024
egfp:Replicate_2:Astrocyte:None,DYNLL1,0.1591
egfp:Replicate_2:Astrocyte:None,CELF4,0.0967
egfp:Replicate_2:Astrocyte:None,SLC17A7,0.0865
egfp:Replicate_2:Astrocyte:None,TMSB4X,0.0546
egfp:Replicate_2:Astrocyte:None,CCL2,0.052
egfp:Replicate_2:Astrocyte:None,STMN2,0.0473
egfp:Replicate_2:Astrocyte:None,LPPR4,0.0445
egfp:Replicate_2:Astrocyte:None,IGSF21,0.0427
egfp:Replicate_2:Astrocyte:None,TLE4,0.0426
egfp:Replicate_2:Astrocyte:None,ISLR2,0.0411
egfp:Replicate_2:Astrocyte:None,ARPP21,0.0398
egfp:Replicate_2:Astrocyte:None,NWD2,0.0348
egfp:Replicate_2:Astrocyte:None,GAP43,0.0342
egfp:Replicate_2:Astrocyte:None,CXCL1,0.0323
egfp:Replicate_2:Astrocyte:None,STMN4,0.0317
egfp:Replicate_2:Astrocyte:None,LY6H,0.0231
egfp:Replicate_2:Astrocyte:None,CCL27A,0.018
egfp:Replicate_2:Astrocyte:None,SLC6A1,0.0158
egfp:Replicate_2:Astrocyte:None,SERPINA3N,0.0142
egfp:Replicate_2:Astrocyte:None,ACSL3,0.0112
egfp:Replicate_2:Astrocyte:None,SLC6A11,0.0102
egfp:Replicate_2:Astrocyte:None,CEND1,0.0082
egfp:Replicate_2:Astrocyte:None,TMEM37,0.008
egfp:Replicate_2:Astrocyte:None,SYT4,0.0074
egfp:Replicate_2:Astrocyte:None,CST3,0.0069
egfp:Replicate_2:Astrocyte:None,MCM2,0.0064
egfp:Replicate_2:Astrocyte:None,THY1,0.0063
egfp:Replicate_2:Astrocyte:None,E130114P18RIK,0.0056
egfp:Replicate_2:Astrocyte:None,SYT1,0.0046
egfp:Replicate_2:Astrocyte:None,GLUL,0.0045
egfp:Replicate_2:Astrocyte:None,CHL1,0.0039
egfp:Replicate_2:Astrocyte:None,FBN2,0.001
egfp:Replicate_2:Astrocyte:None,GAS1,0.001
egfp:Replicate_2:Astrocyte:None,ARL6IP1,0.001
egfp:Replicate_2:Astrocyte:None,HES5,0.001
egfp:Replicate_2:Astrocyte:None,TMPO,0.001
egfp:Replicate_2:Astrocyte:None,FAM19A1,0.0008
egfp:Replicate_2:Glutamatergic_Neuron:None,DYNLL1,0.7614
egfp:Replicate_2:Glutamatergic_Neuron:None,STMN4,0.1026
egfp:Replicate_2:Glutamatergic_Neuron:None,UBA52,0.0714
egfp:Replicate_2:Glutamatergic_Neuron:None,MGST3,0.0196
egfp:Replicate_2:Glutamatergic_Neuron:None,RAB3B,0.0127
egfp:Replicate_2:Glutamatergic_Neuron:None,GAP43,0.011
egfp:Replicate_2:Glutamatergic_Neuron:None,HK2,0.0053
egfp:Replicate_2:Glutamatergic_Neuron:None,B2M,0.0025
egfp:Replicate_2:Glutamatergic_Neuron:None,TRIM30A,0.0025
egfp:Replicate_2:Glutamatergic_Neuron:None,SFRP1,0.0017
egfp:Replicate_2:Glutamatergic_Neuron:None,ITM2C,0.0016
egfp:Replicate_2:Glutamatergic_Neuron:None,NRGN,0.0014
egfp:Replicate_2:Glutamatergic_Neuron:None,TPM2,0.0014
egfp:Replicate_2:Glutamatergic_Neuron:None,LMO4,0.0013
egfp:Replicate_2:Glutamatergic_Neuron:None,CRYM,0.0012
egfp:Replicate_2:Glutamatergic_Neuron:None,MRPS33,0.0012
egfp:Replicate_2:Glutamatergic_Neuron:None,MALAT1,0.0011
egfp:Replicate_2:Interneuron:None,DYNLL1,0.3897
egfp:Replicate_2:Interneuron:None,DYNLL2,0.1726
egfp:Replicate_2:Interneuron:None,GM10053,0.1202
egfp:Replicate_2:Interneuron:None,ETFB,0.0865
egfp:Replicate_2:Interneuron:None,CRHBP,0.0195
egfp:Replicate_2:Interneuron:None,PCNA,0.0195
egfp:Replicate_2:Interneuron:None,FERMT2,0.0191
egfp:Replicate_2:Interneuron:None,BNIP3,0.0172
egfp:Replicate_2:Interneuron:None,MGST3,0.0148
egfp:Replicate_2:Interneuron:None,ECH1,0.0148
egfp:Replicate_2:Interneuron:None,PSPH,0.0138
egfp:Replicate_2:Interneuron:None,GADD45G,0.0128
egfp:Replicate_2:Interneuron:None,RPS4L,0.0127
egfp:Replicate_2:Interneuron:None,EIF4EBP1,0.0113
egfp:Replicate_2:Interneuron:None,ATP6AP2,0.0112
egfp:Replicate_2:Interneuron:None,CORT,0.0109
egfp:Replicate_2:Interneuron:None,LDHB,0.0091
egfp:Replicate_2:Interneuron:None,CACNG3,0.009
egfp:Replicate_2:Interneuron:None,ELMO1,0.0076
egfp:Replicate_2:Interneuron:None,KIT,0.0074
egfp:Replicate_2:Interneuron:None,CRE,0.0051
egfp:Replicate_2:Interneuron:None,AY074887,0.0036
egfp:Replicate_2:Interneuron:None,CALCA,0.0036
egfp:Replicate_2:Interneuron:None,B930036N10RIK,0.0021
egfp:Replicate_2:Interneuron:None,APOC1,0.0013
egfp:Replicate_2:Interneuron:None,PCDH17,0.0011
egfp:Replicate_2:Interneuron:None,CST3,0.0009
egfp:Replicate_2:Interneuron:None,HIST1H2BC,0.0009
egfp:Replicate_2:Interneuron:None,1700023H06RIK,0.0007
egfp:Replicate_2:Interneuron:None,HIST1H1C,0.0006
egfp:Replicate_2:Interneuron:None,FUT9,0.0001
egfp:Replicate_2:Interneuron:None,GAS7,0.0001
egfp:Replicate_2:Interneuron:None,RBM3,0.0001
egfp:Replicate_3:None:None,DYNLL1,0.8739
egfp:Replicate_3:None:None,LDHA,0.0303
egfp:Replicate_3:None:None,MGST3,0.0267
egfp:Replicate_3:None:None,CPE,0.0253
egfp:Replicate_3:None:None,TUBA1B,0.0114
egfp:Replicate_3:None:None,EGR1,0.0084
egfp:Replicate_3:None:None,SOX6,0.0053
egfp:Replicate_3:None:None,GAP43,0.0053
egfp:Replicate_3:None:None,CRE,0.0042
egfp:Replicate_3:None:None,ITPR3,0.0037
egfp:Replicate_3:None:None,DYNLL2,0.0024
egfp:Replicate_3:None:None,MAP1B,0.0016
egfp:Replicate_3:None:None,JUNB,0.0015
egfp:Replicate_3:Astrocyte:None,DYNLL1,0.327
egfp:Replicate_3:Astrocyte:None,FN1,0.0733
egfp:Replicate_3:Astrocyte:None,CDKN1A,0.0568
egfp:Replicate_3:Astrocyte:None,CCK,0.0482
egfp:Replicate_3:Astrocyte:None,EIF4EBP1,0.0442
egfp:Replicate_3:Astrocyte:None,RPS27L,0.0417
egfp:Replicate_3:Astrocyte:None,MEF2C,0.0397
egfp:Replicate_3:Astrocyte:None,ANXA3,0.039
egfp:Replicate_3:Astrocyte:None,TMEM51OS1,0.0351
egfp:Replicate_3:Astrocyte:None,CCL27A,0.0332
egfp:Replicate_3:Astrocyte:None,GNG5,0.0325
egfp:Replicate_3:Astrocyte:None,S100A10,0.0312
egfp:Replicate_3:Astrocyte:None,CHL1,0.021
egfp:Replicate_3:Astrocyte:None,LDHB,0.0206
egfp:Replicate_3:Astrocyte:None,ADAMTS5,0.0188
egfp:Replicate_3:Astrocyte:None,SLC1A3,0.0183
egfp:Replicate_3:Astrocyte:None,LXN,0.0153
egfp:Replicate_3:Astrocyte:None,EEF1A1,0.0129
egfp:Replicate_3:Astrocyte:None,STARD5,0.0129
egfp:Replicate_3:Astrocyte:None,AQP4,0.0123
egfp:Replicate_3:Astrocyte:None,DYNLL2,0.012
egfp:Replicate_3:Astrocyte:None,ATF5,0.011
egfp:Replicate_3:Astrocyte:None,GM17750,0.0102
egfp:Replicate_3:Astrocyte:None,GAP43,0.0073
egfp:Replicate_3:Astrocyte:None,DNAJC9,0.0061
egfp:Replicate_3:Astrocyte:None,OSTF1,0.0053
egfp:Replicate_3:Astrocyte:None,SLC3A2,0.004
egfp:Replicate_3:Astrocyte:None,MAP1B,0.0036
egfp:Replicate_3:Astrocyte:None,S100A6,0.0021
egfp:Replicate_3:Astrocyte:None,PRNP,0.0018
egfp:Replicate_3:Astrocyte:None,SMPD3,0.0013
egfp:Replicate_3:Astrocyte:None,NPC2,0.0007
egfp:Replicate_3:Astrocyte:None,NXPH3,0.0006
egfp:Replicate_3:Astrocyte:None,GNB1,0.0002
egfp:Replicate_3:Glutamatergic_Neuron:None,DYNLL1,0.8309
egfp:Replicate_3:Glutamatergic_Neuron:None,GAP43,0.0498
egfp:Replicate_3:Glutamatergic_Neuron:None,MGST3,0.0296
egfp:Replicate_3:Glutamatergic_Neuron:None,LDHA,0.0273
egfp:Replicate_3:Glutamatergic_Neuron:None,MTHFD2,0.0129
egfp:Replicate_3:Glutamatergic_Neuron:None,CTSD,0.0104
egfp:Replicate_3:Glutamatergic_Neuron:None,JUNB,0.0102
egfp:Replicate_3:Glutamatergic_Neuron:None,NEFL,0.0057
egfp:Replicate_3:Glutamatergic_Neuron:None,CREB5,0.0053
egfp:Replicate_3:Glutamatergic_Neuron:None,SOX6,0.005
egfp:Replicate_3:Glutamatergic_Neuron:None,ITPR3,0.004
egfp:Replicate_3:Glutamatergic_Neuron:None,NDE1,0.0036
