Category,Feature,Importance
shh10:replicate_2:Excitatory:None,FABP7,0.01
shh10:replicate_2:Excitatory:None,MDGA2,0.0099
shh10:replicate_2:Excitatory:None,CHRM2,0.0093
shh10:replicate_2:Excitatory:None,PDE4B,0.009
shh10:replicate_2:Excitatory:None,AI504432,0.0086
shh10:replicate_2:Excitatory:None,DDAH1,0.0085
shh10:replicate_2:Excitatory:None,MSRA,0.0084
shh10:replicate_2:Excitatory:None,MGP,0.0079
shh10:replicate_2:Excitatory:None,DLC1,0.0078
shh10:replicate_2:Excitatory:None,MMP16,0.0076
shh10:replicate_2:Excitatory:None,FAM171B,0.0075
shh10:replicate_2:Excitatory:None,GM12353,0.0073
shh10:replicate_2:Excitatory:None,ZEB2,0.0072
shh10:replicate_2:Excitatory:None,GM49678,0.007
shh10:replicate_2:Excitatory:None,ZFP804A,0.007
shh10:replicate_2:Excitatory:None,CST3,0.0069
shh10:replicate_2:Excitatory:None,7120432I05RIK,0.0068
shh10:replicate_2:Excitatory:None,1810037I17RIK,0.0068
shh10:replicate_2:Excitatory:None,NDRG2,0.0066
shh10:replicate_2:Excitatory:None,ARHGDIB,0.0061
shh10:replicate_2:Excitatory:None,DDIT3,0.0058
shh10:replicate_2:Excitatory:None,ID2,0.0054
shh10:replicate_2:Excitatory:None,ELOF1,0.0054
shh10:replicate_2:Excitatory:None,S100A6,0.0052
shh10:replicate_2:Excitatory:None,GSTM1,0.005
shh10:replicate_2:Excitatory:None,PSMC3IP,0.0046
shh10:replicate_2:Excitatory:None,RIIAD1,0.0046
shh10:replicate_2:Excitatory:None,DNAJC15,0.0042
shh10:replicate_2:Excitatory:None,PRSS12,0.0041
shh10:replicate_2:Excitatory:None,RAB31,0.0033
shh10:replicate_2:Excitatory:None,XIST,0.0024
shh10:replicate_2:Inhibitory:None,CHCHD10,0.8302
shh10:replicate_2:Inhibitory:None,CALM2,0.0621
shh10:replicate_2:Inhibitory:None,PLPPR4,0.044
shh10:replicate_2:Inhibitory:None,UNC80,0.0205
shh10:replicate_2:Inhibitory:None,9530059O14RIK,0.0204
shh10:replicate_2:Inhibitory:None,PSD,0.0129
shh10:replicate_2:Inhibitory:None,PSD3,0.0066
shh10:replicate_2:Inhibitory:None,ACTR3B,0.0032
shh10:replicate_3:None:None,SYP,0.687
shh10:replicate_3:None:None,CST3,0.098
shh10:replicate_3:None:None,MLLT11,0.0908
shh10:replicate_3:None:None,NRGN,0.0553
shh10:replicate_3:None:None,SCN2A,0.0473
shh10:replicate_3:None:None,MT2,0.0033
shh10:replicate_3:None:None,THY1,0.0019
shh10:replicate_3:None:None,SLF1,0.0014
shh10:replicate_3:None:None,GM56822,0.0014
shh10:replicate_3:None:None,SOX5,0.0011
shh10:replicate_3:None:None,ADCY1,0.0011
shh10:replicate_3:None:None,GM57409,0.0011
shh10:replicate_3:None:None,IL1RAPL1,0.001
shh10:replicate_3:None:None,SCN3A,0.001
shh10:replicate_3:None:None,GRIK4,0.001
shh10:replicate_3:None:None,2210408I21RIK,0.001
shh10:replicate_3:None:None,GLP2R,0.0009
shh10:replicate_3:None:None,ADRA1B,0.0009
shh10:replicate_3:None:None,HTRA1,0.0009
shh10:replicate_3:None:None,H2AZ1,0.0008
shh10:replicate_3:None:None,SLC6A15,0.0008
shh10:replicate_3:None:None,TRIM59,0.0008
shh10:replicate_3:None:None,NTRK2,0.0007
shh10:replicate_3:None:None,GM37452,0.0006
shh10:replicate_3:Excitatory:None,CHCHD10,0.3039
shh10:replicate_3:Excitatory:None,CKB,0.1284
shh10:replicate_3:Excitatory:None,LAMP1,0.1262
shh10:replicate_3:Excitatory:None,CX3CL1,0.0825
shh10:replicate_3:Excitatory:None,MT3,0.0479
shh10:replicate_3:Excitatory:None,PRDX1,0.0471
shh10:replicate_3:Excitatory:None,SCD2,0.0419
shh10:replicate_3:Excitatory:None,NDRG4,0.0408
shh10:replicate_3:Excitatory:None,FAM171B,0.0368
shh10:replicate_3:Excitatory:None,DBPHT2,0.0147
shh10:replicate_3:Excitatory:None,MT2,0.0125
shh10:replicate_3:Excitatory:None,CCND2,0.0115
shh10:replicate_3:Excitatory:None,SPARCL1,0.0107
shh10:replicate_3:Excitatory:None,PCSK5,0.0098
shh10:replicate_3:Excitatory:None,CDH18,0.0082
shh10:replicate_3:Excitatory:None,1810037I17RIK,0.0075
shh10:replicate_3:Excitatory:None,THRB,0.0065
shh10:replicate_3:Excitatory:None,FXYD7,0.0058
shh10:replicate_3:Excitatory:None,SOX4,0.0057
shh10:replicate_3:Excitatory:None,DLGAP3,0.0054
shh10:replicate_3:Excitatory:None,H2BC4,0.0053
shh10:replicate_3:Excitatory:None,DLEU2,0.005
shh10:replicate_3:Excitatory:None,ARG2,0.0048
shh10:replicate_3:Excitatory:None,BAALC,0.0048
shh10:replicate_3:Excitatory:None,RGS4,0.0044
shh10:replicate_3:Excitatory:None,FABP7,0.0041
shh10:replicate_3:Excitatory:None,GPR162,0.004
shh10:replicate_3:Excitatory:None,TCEAL5,0.0036
shh10:replicate_3:Excitatory:None,GM57038,0.0034
shh10:replicate_3:Excitatory:None,GPR22,0.0026
shh10:replicate_3:Excitatory:None,HOMER2,0.0022
shh10:replicate_3:Excitatory:None,RYR3,0.0021
shh10:replicate_3:Inhibitory:None,CST3,0.4033
shh10:replicate_3:Inhibitory:None,CALM2,0.1783
shh10:replicate_3:Inhibitory:None,CALY,0.1782
shh10:replicate_3:Inhibitory:None,CKB,0.1341
shh10:replicate_3:Inhibitory:None,GRM5,0.0796
shh10:replicate_3:Inhibitory:None,ATP2B1,0.0131
shh10:replicate_3:Inhibitory:None,DPP6,0.0037
shh10:replicate_3:Inhibitory:None,PRNP,0.0026
shh10:replicate_3:Inhibitory:None,GM29502,0.0019
shh10:replicate_3:Inhibitory:None,GRID2,0.0012
shh10:replicate_3:Inhibitory:None,CSPG5,0.001
shh10:replicate_3:Inhibitory:None,GM42841,0.0009
shh10:replicate_3:Inhibitory:None,GM48956,0.0009
shh10:replicate_3:Inhibitory:None,SELENOK-PS1,0.0008
shh10:replicate_3:Inhibitory:None,MSS51,0.0006
