Annotation,cell_class,Max_TopStruct,NT_binary,Meta_Class,Annotation Reduced,Anno + Topstruct,Anno + Topstruct + Layer
Inh_Nkx2-2_Bcam_1,neuron,MB,GABA,MC_86:Midbrain neurons,Inh_Nkx2-2_Bcam,Inh_Nkx2-2_Bcam_MB,Inh_Nkx2-2_Bcam_MB
Inh_Nkx2-2_Bcam_2,neuron,MB,GABA,MC_86:Midbrain neurons,Inh_Nkx2-2_Bcam,Inh_Nkx2-2_Bcam_MB,Inh_Nkx2-2_Bcam_MB
Inh_Nkx2-2_Bcam_3,neuron,MB,GABA,MC_86:Midbrain neurons,Inh_Nkx2-2_Bcam,Inh_Nkx2-2_Bcam_MB,Inh_Nkx2-2_Bcam_MB
Inh_Nkx2-2_Itgb6,neuron,MB,GABA,MC_86:Midbrain neurons,Inh_Nkx2-2_Itgb6,Inh_Nkx2-2_Itgb6_MB,Inh_Nkx2-2_Itgb6_MB
Inh_Nkx2-2_Sox14_1,neuron,HY,GABA,MC_86:Midbrain neurons,Inh_Nkx2-2_Sox14,Inh_Nkx2-2_Sox14_HY,Inh_Nkx2-2_Sox14_HY
Inh_Nkx2-2_Sox14_2,neuron,,GABA,MC_86:Midbrain neurons,Inh_Nkx2-2_Sox14,Inh_Nkx2-2_Sox14,Inh_Nkx2-2_Sox14
Inh_Nkx2-2_Sox14_3,neuron,STR,GABA,MC_86:Midbrain neurons,Inh_Nkx2-2_Sox14,Inh_Nkx2-2_Sox14_STR,Inh_Nkx2-2_Sox14_STR
Inh_Nkx2-2_Antxr2,neuron,,GLY,MC_86:Midbrain neurons,Inh_Nkx2-2_Antxr2,Inh_Nkx2-2_Antxr2,Inh_Nkx2-2_Antxr2
Inh_Nkx2-2_Pdzk1ip1,neuron,MB,GABA,MC_86:Midbrain neurons,Inh_Nkx2-2_Pdzk1ip1,Inh_Nkx2-2_Pdzk1ip1_MB,Inh_Nkx2-2_Pdzk1ip1_MB
Inh_Nkx2-2_Lcp1,neuron,,GABA,MC_86:Midbrain neurons,Inh_Nkx2-2_Lcp1,Inh_Nkx2-2_Lcp1,Inh_Nkx2-2_Lcp1
Inh_Nkx2-2_Prrxl1,neuron,MB,GABA,MC_86:Midbrain neurons,Inh_Nkx2-2_Prrxl1,Inh_Nkx2-2_Prrxl1_MB,Inh_Nkx2-2_Prrxl1_MB
Inh_Nkx2-2_Svep1_1,neuron,MB,GABA,MC_86:Midbrain neurons,Inh_Nkx2-2_Svep1,Inh_Nkx2-2_Svep1_MB,Inh_Nkx2-2_Svep1_MB
Inh_Nkx2-2_Svep1_2,neuron,MB,GABA,MC_86:Midbrain neurons,Inh_Nkx2-2_Svep1,Inh_Nkx2-2_Svep1_MB,Inh_Nkx2-2_Svep1_MB
Inh_Nkx2-2_Cpa6_1,neuron,MB,GABA,MC_86:Midbrain neurons,Inh_Nkx2-2_Cpa6,Inh_Nkx2-2_Cpa6_MB,Inh_Nkx2-2_Cpa6_MB
Inh_Nkx2-2_Svep1,neuron,,GABA,MC_86:Midbrain neurons,Inh_Nkx2-2_Svep1,Inh_Nkx2-2_Svep1,Inh_Nkx2-2_Svep1
Inh_Nkx2-2_Cpa6_2,neuron,MB,GABA,MC_86:Midbrain neurons,Inh_Nkx2-2_Cpa6,Inh_Nkx2-2_Cpa6_MB,Inh_Nkx2-2_Cpa6_MB
Ex_Pitx2_Tmem215,neuron,MB,VGLUT2,MC_204:Tectal neurons,Ex_Pitx2_Tmem215,Ex_Pitx2_Tmem215_MB,Ex_Pitx2_Tmem215_MB
Ex_Pitx2_Frem3_1,neuron,MB,VGLUT2,MC_204:Tectal neurons,Ex_Pitx2_Frem3,Ex_Pitx2_Frem3_MB,Ex_Pitx2_Frem3_MB
Ex_Pitx2_Frem3_2,neuron,MB,VGLUT2,MC_204:Tectal neurons,Ex_Pitx2_Frem3,Ex_Pitx2_Frem3_MB,Ex_Pitx2_Frem3_MB
Ex_Pitx2_Frem3_3,neuron,,VGLUT2,MC_204:Tectal neurons,Ex_Pitx2_Frem3,Ex_Pitx2_Frem3,Ex_Pitx2_Frem3
Ex_Pitx2_Fibcd1,neuron,MB,VGLUT2,MC_204:Tectal neurons,Ex_Pitx2_Fibcd1,Ex_Pitx2_Fibcd1_MB,Ex_Pitx2_Fibcd1_MB
Ex_Pitx2_Wdr95,neuron,MB,VGLUT2,MC_204:Tectal neurons,Ex_Pitx2_Wdr95,Ex_Pitx2_Wdr95_MB,Ex_Pitx2_Wdr95_MB
Ex_Pitx2_Nostrin,neuron,MB,VGLUT2,MC_204:Tectal neurons,Ex_Pitx2_Nostrin,Ex_Pitx2_Nostrin_MB,Ex_Pitx2_Nostrin_MB
Ex_Pitx2_Adam18,neuron,MB,VGLUT2,MC_204:Tectal neurons,Ex_Pitx2_Adam18,Ex_Pitx2_Adam18_MB,Ex_Pitx2_Adam18_MB
Ex_Pitx2_Snorc,neuron,MB,VGLUT2,MC_204:Tectal neurons,Ex_Pitx2_Snorc,Ex_Pitx2_Snorc_MB,Ex_Pitx2_Snorc_MB
Ex_Pitx2_Lamp3_1,neuron,MB,VGLUT2,"MC_202:Tegmental neurons, including cuneiform nucleus",Ex_Pitx2_Lamp3,Ex_Pitx2_Lamp3_MB,Ex_Pitx2_Lamp3_MB
Ex_Pitx2_Lamp3_2,neuron,MB,VGLUT2,"MC_202:Tegmental neurons, including cuneiform nucleus",Ex_Pitx2_Lamp3,Ex_Pitx2_Lamp3_MB,Ex_Pitx2_Lamp3_MB
Ex_Pitx2_Lamp3_3,neuron,MB,VGLUT2,"MC_202:Tegmental neurons, including cuneiform nucleus",Ex_Pitx2_Lamp3,Ex_Pitx2_Lamp3_MB,Ex_Pitx2_Lamp3_MB
Ex_Pitx2_Nxph2,neuron,MB,VGLUT2,MC_204:Tectal neurons,Ex_Pitx2_Nxph2,Ex_Pitx2_Nxph2_MB,Ex_Pitx2_Nxph2_MB
Ex_Pitx2_Kntc1,neuron,MB,VGLUT2,MC_204:Tectal neurons,Ex_Pitx2_Kntc1,Ex_Pitx2_Kntc1_MB,Ex_Pitx2_Kntc1_MB
Ex_Pitx2_Acp7,neuron,MB,VGLUT2,MC_204:Tectal neurons,Ex_Pitx2_Acp7,Ex_Pitx2_Acp7_MB,Ex_Pitx2_Acp7_MB
Ex_Pitx2_Sall3,neuron,MB,VGLUT2,MC_204:Tectal neurons,Ex_Pitx2_Sall3,Ex_Pitx2_Sall3_MB,Ex_Pitx2_Sall3_MB
Ex_Pitx2_Gm7271,neuron,MB,VGLUT2,MC_204:Tectal neurons,Ex_Pitx2_Gm7271,Ex_Pitx2_Gm7271_MB,Ex_Pitx2_Gm7271_MB
Ex_Lmx1b_Wdr95,neuron,P,VGLUT2,MC_162:Pontine and medullary neurons,Ex_Lmx1b_Wdr95,Ex_Lmx1b_Wdr95_P,Ex_Lmx1b_Wdr95_P
Ex_Lmx1b_Dkkl1,neuron,,VGLUT2,MC_162:Pontine and medullary neurons,Ex_Lmx1b_Dkkl1,Ex_Lmx1b_Dkkl1,Ex_Lmx1b_Dkkl1
Ex_Lmx1b_Arsj_1,neuron,,VGLUT2,MC_162:Pontine and medullary neurons,Ex_Lmx1b_Arsj,Ex_Lmx1b_Arsj,Ex_Lmx1b_Arsj
Ex_Lmx1b_Arsj_2,neuron,HY,VGLUT2,MC_162:Pontine and medullary neurons,Ex_Lmx1b_Arsj,Ex_Lmx1b_Arsj_HY,Ex_Lmx1b_Arsj_HY
Ex_Ebf2_C1ql2_1,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_Ebf2_C1ql2,Ex_Ebf2_C1ql2_MB,Ex_Ebf2_C1ql2_MB
Ex_Ebf2_C1ql2_2,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_Ebf2_C1ql2,Ex_Ebf2_C1ql2_MB,Ex_Ebf2_C1ql2_MB
Ex_Ebf2_C1ql2_3,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_Ebf2_C1ql2,Ex_Ebf2_C1ql2_MB,Ex_Ebf2_C1ql2_MB
Ex_Ebf2_C1ql2_4,neuron,OLF,VGLUT2,MC_212:Tectal neurons,Ex_Ebf2_C1ql2,Ex_Ebf2_C1ql2_OLF,Ex_Ebf2_C1ql2_OLF
Ex_Ebf2_C1ql2_5,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_Ebf2_C1ql2,Ex_Ebf2_C1ql2_MB,Ex_Ebf2_C1ql2_MB
Ex_Ebf2_C1ql2_6,neuron,MB,VGLUT2,MC_212:Tectal neurons,Ex_Ebf2_C1ql2,Ex_Ebf2_C1ql2_MB,Ex_Ebf2_C1ql2_MB
Ex_Ebf2_Gng8,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Gng8,Ex_Ebf2_Gng8_MB,Ex_Ebf2_Gng8_MB
Ex_Ebf2_Clec9a_1,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Clec9a,Ex_Ebf2_Clec9a_MB,Ex_Ebf2_Clec9a_MB
Ex_Ebf2_Clec9a_2,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Clec9a,Ex_Ebf2_Clec9a_MB,Ex_Ebf2_Clec9a_MB
Ex_Ebf2_Layn,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Layn,Ex_Ebf2_Layn_MB,Ex_Ebf2_Layn_MB
Ex_Ebf2_Ifi213_1,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Ifi213,Ex_Ebf2_Ifi213_MB,Ex_Ebf2_Ifi213_MB
Ex_Ebf2_Ifi213_2,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Ifi213,Ex_Ebf2_Ifi213_MB,Ex_Ebf2_Ifi213_MB
Ex_Ebf2_Ifi213_3,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Ifi213,Ex_Ebf2_Ifi213_MB,Ex_Ebf2_Ifi213_MB
Ex_Ebf2_Atp8b1,neuron,MB,VGLUT2,MC_201:PAG and SCm neurons,Ex_Ebf2_Atp8b1,Ex_Ebf2_Atp8b1_MB,Ex_Ebf2_Atp8b1_MB
Ex_Evx1_Cox4i2,neuron,MB,VGLUT2,"MC_202:Tegmental neurons, including cuneiform nucleus",Ex_Evx1_Cox4i2,Ex_Evx1_Cox4i2_MB,Ex_Evx1_Cox4i2_MB
Ex_Evx1_Prkcq_1,neuron,MB,VGLUT2,"MC_202:Tegmental neurons, including cuneiform nucleus",Ex_Evx1_Prkcq,Ex_Evx1_Prkcq_MB,Ex_Evx1_Prkcq_MB
Ex_Evx1_Prkcq_2,neuron,MB,VGLUT2,"MC_202:Tegmental neurons, including cuneiform nucleus",Ex_Evx1_Prkcq,Ex_Evx1_Prkcq_MB,Ex_Evx1_Prkcq_MB
Ex_Evx1_Prkcq_3,neuron,MB,VGLUT2,"MC_202:Tegmental neurons, including cuneiform nucleus",Ex_Evx1_Prkcq,Ex_Evx1_Prkcq_MB,Ex_Evx1_Prkcq_MB
Ex_Evx1_Clec9a_1,neuron,MB,VGLUT2,"MC_202:Tegmental neurons, including cuneiform nucleus",Ex_Evx1_Clec9a,Ex_Evx1_Clec9a_MB,Ex_Evx1_Clec9a_MB
Ex_Evx1_Clec9a_2,neuron,MB,VGLUT2,"MC_202:Tegmental neurons, including cuneiform nucleus",Ex_Evx1_Clec9a,Ex_Evx1_Clec9a_MB,Ex_Evx1_Clec9a_MB
Ex_Evx1_Clec9a_3,neuron,MB,VGLUT2,"MC_202:Tegmental neurons, including cuneiform nucleus",Ex_Evx1_Clec9a,Ex_Evx1_Clec9a_MB,Ex_Evx1_Clec9a_MB
Ex_Evx2_Adamts19,neuron,MB,VGLUT2,"MC_202:Tegmental neurons, including cuneiform nucleus",Ex_Evx2_Adamts19,Ex_Evx2_Adamts19_MB,Ex_Evx2_Adamts19_MB
Ex_Evx2_Chat,neuron,MB,VGLUT2,"MC_202:Tegmental neurons, including cuneiform nucleus",Ex_Evx2_Chat,Ex_Evx2_Chat_MB,Ex_Evx2_Chat_MB
Ex_Evx2_Clec9a,neuron,MB,VGLUT2,"MC_202:Tegmental neurons, including cuneiform nucleus",Ex_Evx2_Clec9a,Ex_Evx2_Clec9a_MB,Ex_Evx2_Clec9a_MB
Ex_Evx2_Ngfr,neuron,MB,VGLUT2,"MC_202:Tegmental neurons, including cuneiform nucleus",Ex_Evx2_Ngfr,Ex_Evx2_Ngfr_MB,Ex_Evx2_Ngfr_MB
Ex_Evx2_Pth2r,neuron,MB,VGLUT2,"MC_202:Tegmental neurons, including cuneiform nucleus",Ex_Evx2_Pth2r,Ex_Evx2_Pth2r_MB,Ex_Evx2_Pth2r_MB
Ex_Evx2_Krt19,neuron,MB,VGLUT2,"MC_202:Tegmental neurons, including cuneiform nucleus",Ex_Evx2_Krt19,Ex_Evx2_Krt19_MB,Ex_Evx2_Krt19_MB
Ex_Pax5_Cdkn1c,neuron,MB,VGLUT2,"MC_202:Tegmental neurons, including cuneiform nucleus",Ex_Pax5_Cdkn1c,Ex_Pax5_Cdkn1c_MB,Ex_Pax5_Cdkn1c_MB
Inh_Pax5_Sox1,neuron,MY,GABA,MC_100:Midbrain neurons,Inh_Pax5_Sox1,Inh_Pax5_Sox1_MY,Inh_Pax5_Sox1_MY
Inh_Pax5_Trh_L3mbtl4,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Pax5_Trh_L3mbtl4,Inh_Pax5_Trh_L3mbtl4_MB,Inh_Pax5_Trh_L3mbtl4_MB
Inh_Sox1_Cd40,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Sox1_Cd40,Inh_Sox1_Cd40_MB,Inh_Sox1_Cd40_MB
Inh_Sox1_Sostdc1,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Sox1_Sostdc1,Inh_Sox1_Sostdc1_MB,Inh_Sox1_Sostdc1_MB
Inh_Sox1_Pou3f1,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Sox1_Pou3f1,Inh_Sox1_Pou3f1_MB,Inh_Sox1_Pou3f1_MB
Inh_Pax5_Cdh23_Ikzf1,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Pax5_Cdh23_Ikzf1,Inh_Pax5_Cdh23_Ikzf1_MB,Inh_Pax5_Cdh23_Ikzf1_MB
Ex_Nkx6-1_Sox14,neuron,MB,VGLUT2,MC_100:Midbrain neurons,Ex_Nkx6-1_Sox14,Ex_Nkx6-1_Sox14_MB,Ex_Nkx6-1_Sox14_MB
Ex_Lmx1a_Irx3_1,neuron,HY,VGLUT2,MC_191:Hypothalamic neurons,Ex_Lmx1a_Irx3,Ex_Lmx1a_Irx3_HY,Ex_Lmx1a_Irx3_HY
Ex_Lmx1a_Irx3_2,neuron,HY,VGLUT2,MC_191:Hypothalamic neurons,Ex_Lmx1a_Irx3,Ex_Lmx1a_Irx3_HY,Ex_Lmx1a_Irx3_HY
Ex_Lmx1a_Irx3_3,neuron,MB,VGLUT2,MC_191:Hypothalamic neurons,Ex_Lmx1a_Irx3,Ex_Lmx1a_Irx3_MB,Ex_Lmx1a_Irx3_MB
Ex_Lmx1a_Irx3_4,neuron,HY,VGLUT2,MC_191:Hypothalamic neurons,Ex_Lmx1a_Irx3,Ex_Lmx1a_Irx3_HY,Ex_Lmx1a_Irx3_HY
Ex_Lmx1a_Irx3_5,neuron,HY,VGLUT2,MC_191:Hypothalamic neurons,Ex_Lmx1a_Irx3,Ex_Lmx1a_Irx3_HY,Ex_Lmx1a_Irx3_HY
Ex_Lmx1a_Irx3_6,neuron,MB,VGLUT2,MC_191:Hypothalamic neurons,Ex_Lmx1a_Irx3,Ex_Lmx1a_Irx3_MB,Ex_Lmx1a_Irx3_MB
Ex_Lmx1a_Irx3_7,neuron,HY,VGLUT2,MC_191:Hypothalamic neurons,Ex_Lmx1a_Irx3,Ex_Lmx1a_Irx3_HY,Ex_Lmx1a_Irx3_HY
Ex_Lmx1a_Arhgap36,neuron,HY,VGLUT2,MC_191:Hypothalamic neurons,Ex_Lmx1a_Arhgap36,Ex_Lmx1a_Arhgap36_HY,Ex_Lmx1a_Arhgap36_HY
Ex_Lmx1a_Rrad,neuron,HY,VGLUT2,MC_191:Hypothalamic neurons,Ex_Lmx1a_Rrad,Ex_Lmx1a_Rrad_HY,Ex_Lmx1a_Rrad_HY
Ex_Lmx1a_Ube2u_1,neuron,HY,VGLUT2,MC_191:Hypothalamic neurons,Ex_Lmx1a_Ube2u,Ex_Lmx1a_Ube2u_HY,Ex_Lmx1a_Ube2u_HY
Ex_Lmx1a_Ube2u_2,neuron,HY,VGLUT2,MC_191:Hypothalamic neurons,Ex_Lmx1a_Ube2u,Ex_Lmx1a_Ube2u_HY,Ex_Lmx1a_Ube2u_HY
Ex_Dmrta2_Arhgap36_1,neuron,MB,VGLUT2,MC_188:Hypothalamic and tegmental neurons,Ex_Dmrta2_Arhgap36,Ex_Dmrta2_Arhgap36_MB,Ex_Dmrta2_Arhgap36_MB
Ex_Dmrta2_Arhgap36_2,neuron,MB,VGLUT2,MC_188:Hypothalamic and tegmental neurons,Ex_Dmrta2_Arhgap36,Ex_Dmrta2_Arhgap36_MB,Ex_Dmrta2_Arhgap36_MB
Ex_Dmrta2_Arhgap36_3,neuron,HY,VGLUT2,MC_188:Hypothalamic and tegmental neurons,Ex_Dmrta2_Arhgap36,Ex_Dmrta2_Arhgap36_HY,Ex_Dmrta2_Arhgap36_HY
Ex_Dmrta2_Frem1,neuron,MB,VGLUT2,MC_188:Hypothalamic and tegmental neurons,Ex_Dmrta2_Frem1,Ex_Dmrta2_Frem1_MB,Ex_Dmrta2_Frem1_MB
Ex_Dmrta2_Chat,neuron,HY,VGLUT2,MC_188:Hypothalamic and tegmental neurons,Ex_Dmrta2_Chat,Ex_Dmrta2_Chat_HY,Ex_Dmrta2_Chat_HY
Ex_Dmrta2_Tgm6_1,neuron,HY,VGLUT2,MC_188:Hypothalamic and tegmental neurons,Ex_Dmrta2_Tgm6,Ex_Dmrta2_Tgm6_HY,Ex_Dmrta2_Tgm6_HY
Ex_Dmrta2_Tgm6_2,neuron,HY,VGLUT2,MC_188:Hypothalamic and tegmental neurons,Ex_Dmrta2_Tgm6,Ex_Dmrta2_Tgm6_HY,Ex_Dmrta2_Tgm6_HY
Ex_Dmrta2_Col6a6_1,neuron,HY,VGLUT2,MC_188:Hypothalamic and tegmental neurons,Ex_Dmrta2_Col6a6,Ex_Dmrta2_Col6a6_HY,Ex_Dmrta2_Col6a6_HY
Ex_Dmrta2_Col6a6_2,neuron,MB,VGLUT2,MC_188:Hypothalamic and tegmental neurons,Ex_Dmrta2_Col6a6,Ex_Dmrta2_Col6a6_MB,Ex_Dmrta2_Col6a6_MB
Ex_Dmrta2_Col6a6_3,neuron,HY,VGLUT2,MC_188:Hypothalamic and tegmental neurons,Ex_Dmrta2_Col6a6,Ex_Dmrta2_Col6a6_HY,Ex_Dmrta2_Col6a6_HY
Ex_Dmrta2_Lhx1_1,neuron,HY,VGLUT2,MC_188:Hypothalamic and tegmental neurons,Ex_Dmrta2_Lhx1,Ex_Dmrta2_Lhx1_HY,Ex_Dmrta2_Lhx1_HY
Ex_Dmrta2_Lhx1_2,neuron,MB,VGLUT2,MC_188:Hypothalamic and tegmental neurons,Ex_Dmrta2_Lhx1,Ex_Dmrta2_Lhx1_MB,Ex_Dmrta2_Lhx1_MB
Ex_Dmrta2_Lhx1_3,neuron,MB,VGLUT2,MC_188:Hypothalamic and tegmental neurons,Ex_Dmrta2_Lhx1,Ex_Dmrta2_Lhx1_MB,Ex_Dmrta2_Lhx1_MB
Ex_Dmrta2_Lhx1_4,neuron,MB,VGLUT2,MC_188:Hypothalamic and tegmental neurons,Ex_Dmrta2_Lhx1,Ex_Dmrta2_Lhx1_MB,Ex_Dmrta2_Lhx1_MB
Ex_Dmrta2_Lhx1_5,neuron,MB,VGLUT2,MC_188:Hypothalamic and tegmental neurons,Ex_Dmrta2_Lhx1,Ex_Dmrta2_Lhx1_MB,Ex_Dmrta2_Lhx1_MB
Ex_Dmrta2_Lhx1_6,neuron,HY,VGLUT2,MC_188:Hypothalamic and tegmental neurons,Ex_Dmrta2_Lhx1,Ex_Dmrta2_Lhx1_HY,Ex_Dmrta2_Lhx1_HY
Ex_Emx2_Foxa2_1,neuron,MB,VGLUT2,MC_188:Hypothalamic and tegmental neurons,Ex_Emx2_Foxa2,Ex_Emx2_Foxa2_MB,Ex_Emx2_Foxa2_MB
Ex_Emx2_Foxa2_2,neuron,HY,VGLUT2,MC_188:Hypothalamic and tegmental neurons,Ex_Emx2_Foxa2,Ex_Emx2_Foxa2_HY,Ex_Emx2_Foxa2_HY
Ex_Emx2_Foxa2_3,neuron,MB,VGLUT2,MC_188:Hypothalamic and tegmental neurons,Ex_Emx2_Foxa2,Ex_Emx2_Foxa2_MB,Ex_Emx2_Foxa2_MB
Ex_Maff_Atf3_1,neuron,MB,VGLUT2,MC_188:Hypothalamic and tegmental neurons,Ex_Maff_Atf3,Ex_Maff_Atf3_MB,Ex_Maff_Atf3_MB
Ex_Maff_Atf3_3,neuron,MB,VGLUT2,MC_188:Hypothalamic and tegmental neurons,Ex_Maff_Atf3,Ex_Maff_Atf3_MB,Ex_Maff_Atf3_MB
Ex_Emx2_Pamr1,neuron,MB,VGLUT2,MC_188:Hypothalamic and tegmental neurons,Ex_Emx2_Pamr1,Ex_Emx2_Pamr1_MB,Ex_Emx2_Pamr1_MB
Ex_Dmrta2_Fn1_1,neuron,MB,VGLUT2,MC_189:Hypothalamic and tegmental neurons,Ex_Dmrta2_Fn1,Ex_Dmrta2_Fn1_MB,Ex_Dmrta2_Fn1_MB
Ex_Dmrta2_Fn1_2,neuron,HY,VGLUT2,MC_189:Hypothalamic and tegmental neurons,Ex_Dmrta2_Fn1,Ex_Dmrta2_Fn1_HY,Ex_Dmrta2_Fn1_HY
Ex_Dmrta2_Fn1_3,neuron,MB,VGLUT2,MC_189:Hypothalamic and tegmental neurons,Ex_Dmrta2_Fn1,Ex_Dmrta2_Fn1_MB,Ex_Dmrta2_Fn1_MB
Ex_Dmrta2_Gm7271,neuron,MB,VGLUT2,MC_187:Tegmental neurons,Ex_Dmrta2_Gm7271,Ex_Dmrta2_Gm7271_MB,Ex_Dmrta2_Gm7271_MB
Ex_Dmrta2_Nmu,neuron,MB,VGLUT2,MC_187:Tegmental neurons,Ex_Dmrta2_Nmu,Ex_Dmrta2_Nmu_MB,Ex_Dmrta2_Nmu_MB
Ex_Dmrta2_Chodl_1,neuron,HY,VGLUT2,MC_187:Tegmental neurons,Ex_Dmrta2_Chodl,Ex_Dmrta2_Chodl_HY,Ex_Dmrta2_Chodl_HY
Ex_Dmrta2_Chodl_2,neuron,MB,VGLUT2,MC_187:Tegmental neurons,Ex_Dmrta2_Chodl,Ex_Dmrta2_Chodl_MB,Ex_Dmrta2_Chodl_MB
Ex_Dmrta2_Chodl_3,neuron,MB,VGLUT2,MC_187:Tegmental neurons,Ex_Dmrta2_Chodl,Ex_Dmrta2_Chodl_MB,Ex_Dmrta2_Chodl_MB
Ex_Dmrta2_Chodl_4,neuron,MB,VGLUT2,MC_187:Tegmental neurons,Ex_Dmrta2_Chodl,Ex_Dmrta2_Chodl_MB,Ex_Dmrta2_Chodl_MB
Ex_Dmrta2_Lcp1_1,neuron,MB,VGLUT2,MC_188:Hypothalamic and tegmental neurons,Ex_Dmrta2_Lcp1,Ex_Dmrta2_Lcp1_MB,Ex_Dmrta2_Lcp1_MB
Ex_Dmrta2_Lcp1_2,neuron,MB,VGLUT2,MC_188:Hypothalamic and tegmental neurons,Ex_Dmrta2_Lcp1,Ex_Dmrta2_Lcp1_MB,Ex_Dmrta2_Lcp1_MB
Ex_Dmrta2_Lcp1_3,neuron,MB,VGLUT2,MC_188:Hypothalamic and tegmental neurons,Ex_Dmrta2_Lcp1,Ex_Dmrta2_Lcp1_MB,Ex_Dmrta2_Lcp1_MB
Ex_Sim1_Maf,neuron,MB,VGLUT2,MC_189:Hypothalamic and tegmental neurons,Ex_Sim1_Maf,Ex_Sim1_Maf_MB,Ex_Sim1_Maf_MB
Ex_Sim1_Pdgfd_1,neuron,OLF,VGLUT2,MC_189:Hypothalamic and tegmental neurons,Ex_Sim1_Pdgfd,Ex_Sim1_Pdgfd_OLF,Ex_Sim1_Pdgfd_OLF
Ex_Sim1_Pdgfd_2,neuron,MB,VGLUT2,MC_189:Hypothalamic and tegmental neurons,Ex_Sim1_Pdgfd,Ex_Sim1_Pdgfd_MB,Ex_Sim1_Pdgfd_MB
Ex_Sim1_Nkx2-2_1,neuron,MB,VGLUT2,MC_189:Hypothalamic and tegmental neurons,Ex_Sim1_Nkx2-2,Ex_Sim1_Nkx2-2_MB,Ex_Sim1_Nkx2-2_MB
Ex_Sim1_Nkx2-2_2,neuron,HY,VGLUT2,MC_189:Hypothalamic and tegmental neurons,Ex_Sim1_Nkx2-2,Ex_Sim1_Nkx2-2_HY,Ex_Sim1_Nkx2-2_HY
Ex_Sim1_Nkx2-2_3,neuron,MB,VGLUT2,MC_189:Hypothalamic and tegmental neurons,Ex_Sim1_Nkx2-2,Ex_Sim1_Nkx2-2_MB,Ex_Sim1_Nkx2-2_MB
Ex_Ebf2_Entpd1,neuron,MB,VGLUT2,MC_195:Tegmental neurons,Ex_Ebf2_Entpd1,Ex_Ebf2_Entpd1_MB,Ex_Ebf2_Entpd1_MB
Ex_Sim1_Adam33_1,neuron,HY,VGLUT2,MC_195:Tegmental neurons,Ex_Sim1_Adam33,Ex_Sim1_Adam33_HY,Ex_Sim1_Adam33_HY
Ex_Sim1_Adam33_2,neuron,P,VGLUT2,MC_195:Tegmental neurons,Ex_Sim1_Adam33,Ex_Sim1_Adam33_P,Ex_Sim1_Adam33_P
Ex_Sim1_Adam33_3,neuron,MB,VGLUT2,MC_195:Tegmental neurons,Ex_Sim1_Adam33,Ex_Sim1_Adam33_MB,Ex_Sim1_Adam33_MB
Ex_Ebf2_Myzap,neuron,MB,VGLUT2,MC_195:Tegmental neurons,Ex_Ebf2_Myzap,Ex_Ebf2_Myzap_MB,Ex_Ebf2_Myzap_MB
Ex_Sim1_Ndnf_1,neuron,MB,VGLUT2,MC_195:Tegmental neurons,Ex_Sim1_Ndnf,Ex_Sim1_Ndnf_MB,Ex_Sim1_Ndnf_MB
Ex_Sim1_Ndnf_2,neuron,HY,VGLUT2,MC_195:Tegmental neurons,Ex_Sim1_Ndnf,Ex_Sim1_Ndnf_HY,Ex_Sim1_Ndnf_HY
Ex_Zfp831_Gzmk_1,neuron,MB,VGLUT2,MC_195:Tegmental neurons,Ex_Zfp831_Gzmk,Ex_Zfp831_Gzmk_MB,Ex_Zfp831_Gzmk_MB
Ex_Zfp831_Gzmk_2,neuron,HY,VGLUT2,MC_195:Tegmental neurons,Ex_Zfp831_Gzmk,Ex_Zfp831_Gzmk_HY,Ex_Zfp831_Gzmk_HY
Ex_Ebf2_Gzmk_1,neuron,HY,VGLUT2,MC_194:Posterior hypothalamic neurons,Ex_Ebf2_Gzmk,Ex_Ebf2_Gzmk_HY,Ex_Ebf2_Gzmk_HY
Ex_Ebf2_Gzmk_2,neuron,HY,VGLUT2,MC_194:Posterior hypothalamic neurons,Ex_Ebf2_Gzmk,Ex_Ebf2_Gzmk_HY,Ex_Ebf2_Gzmk_HY
Ex_Ebf2_Gzmk_3,neuron,HY,VGLUT2,MC_194:Posterior hypothalamic neurons,Ex_Ebf2_Gzmk,Ex_Ebf2_Gzmk_HY,Ex_Ebf2_Gzmk_HY
